"CaseMasterID","CaseNo","BriefFacts"
"817","202500817","Case registered at Dakshina Kannada PS 5 regarding online fraud. Investigation ongoing under IO Chakradhar."
"818","202500818","Case registered at Haveri PS 23 regarding sexual assault. Investigation ongoing under IO Tanay."
"819","202600819","Case registered at Mysuru PS 8 regarding public nuisance. Investigation ongoing under IO Dipta."
"820","202400820","Case registered at Chikkaballapur PS 8 regarding online fraud. Investigation ongoing under IO Yashica."
"821","202600821","Case registered at Kalaburagi PS 47 regarding cheating. Investigation ongoing under IO Joshua."
"822","202300822","Case registered at Haveri PS 29 regarding domestic violence. Investigation ongoing under IO Ishita."
"823","202500823","Case registered at Dakshina Kannada PS 27 regarding vehicle theft. Investigation ongoing under IO Gaurav."
"824","202300824","Case registered at Belagavi PS 5 regarding public nuisance. Investigation ongoing under IO Arunima."
"825","202500825","Case registered at Chitradurga PS 18 regarding murder. Investigation ongoing under IO Anjali."
"826","202400826","Case registered at Chikkaballapur PS 2 regarding dowry harassment. Investigation ongoing under IO Anjali."
"827","202500827","Case registered at Vijayapura PS 18 regarding vehicle theft. Investigation ongoing under IO Harish."
"828","202400828","Case registered at Chikkamagaluru PS 16 regarding vehicle theft. Investigation ongoing under IO Qadim."
"829","202400829","Case registered at Kolar PS 18 regarding public nuisance. Investigation ongoing under IO Amara."
"830","202400830","Case registered at Kalaburagi PS 9 regarding cheating. Investigation ongoing under IO Dalbir."
"831","202300831","Case registered at Chikkaballapur PS 12 regarding public nuisance. Investigation ongoing under IO Jagrati."
"832","202400832","Case registered at Kolar PS 16 regarding murder. Investigation ongoing under IO Ekanta."
"833","202300833","Case registered at Kalaburagi PS 45 regarding cheating. Investigation ongoing under IO Xalak."
"834","202400834","Case registered at Mandya PS 16 regarding grievous hurt. Investigation ongoing under IO Maya."
"835","202400835","Case registered at Vijayanagara PS 15 regarding murder. Investigation ongoing under IO Rajeshri."
"836","202400836","Case registered at Chamarajanagar PS 1 regarding criminal breach of trust. Investigation ongoing under IO Gabriel."
"837","202300837","Case registered at Shivamogga PS 9 regarding criminal breach of trust. Investigation ongoing under IO Reyansh."
"838","202500838","Case registered at Mysuru PS 55 regarding murder. Investigation ongoing under IO Advay."
"839","202400839","Case registered at Vijayanagara PS 7 regarding domestic violence. Investigation ongoing under IO Tanveer."
"840","202500840","Case registered at Bagalkot PS 21 regarding identity theft. Investigation ongoing under IO Anvi."
"841","202400841","Case registered at Haveri PS 23 regarding identity theft. Investigation ongoing under IO Jackson."
"842","202300842","Case registered at Kalaburagi PS 50 regarding identity theft. Investigation ongoing under IO Yadavi."
"843","202300843","Case registered at Hassan PS 1 regarding grievous hurt. Investigation ongoing under IO Bimala."
"844","202600844","Case registered at Dakshina Kannada PS 41 regarding online fraud. Investigation ongoing under IO Krish."
"845","202300845","Case registered at Kalaburagi PS 31 regarding grievous hurt. Investigation ongoing under IO Raagini."
"846","202400846","Case registered at Vijayapura PS 9 regarding vehicle theft. Investigation ongoing under IO Neel."
"847","202400847","Case registered at Mandya PS 3 regarding identity theft. Investigation ongoing under IO Wakeeta."
"848","202400848","Case registered at Gadag PS 27 regarding vehicle theft. Investigation ongoing under IO Barkha."
"849","202400849","Case registered at Vijayapura PS 9 regarding gambling. Investigation ongoing under IO Amara."
"850","202500850","Case registered at Chikkaballapur PS 7 regarding cheating. Investigation ongoing under IO Saumya."
"851","202400851","Case registered at Haveri PS 16 regarding sexual assault. Investigation ongoing under IO Radha."
"852","202500852","Case registered at Uttara Kannada PS 16 regarding identity theft. Investigation ongoing under IO Upkaar."
"853","202500853","Case registered at Vijayanagara PS 28 regarding domestic violence. Investigation ongoing under IO Garima."
"854","202300854","Case registered at Mysuru PS 44 regarding sexual assault. Investigation ongoing under IO Abhiram."
"855","202300855","Case registered at Shivamogga PS 19 regarding attempt to murder. Investigation ongoing under IO Oni."
"856","202300856","Case registered at Chitradurga PS 18 regarding cheating. Investigation ongoing under IO Lakshit."
"857","202600857","Case registered at Yadgir PS 26 regarding robbery. Investigation ongoing under IO Ishani."
"858","202400858","Case registered at Mysuru PS 9 regarding burglary. Investigation ongoing under IO Gautam."
"859","202300859","Case registered at Bidar PS 17 regarding dowry harassment. Investigation ongoing under IO Charita."
"860","202300860","Case registered at Dakshina Kannada PS 42 regarding dowry harassment. Investigation ongoing under IO Chatura."
"861","202400861","Case registered at Raichur PS 8 regarding theft. Investigation ongoing under IO Qabil."
"862","202300862","Case registered at Kolar PS 19 regarding domestic violence. Investigation ongoing under IO Guneet."
"863","202400863","Case registered at Belagavi PS 53 regarding cheating. Investigation ongoing under IO Anay."
"864","202500864","Case registered at Chitradurga PS 4 regarding gambling. Investigation ongoing under IO Gaurav."
"865","202300865","Case registered at Kalaburagi PS 21 regarding gambling. Investigation ongoing under IO Yashica."
"866","202300866","Case registered at Bagalkot PS 12 regarding vehicle theft. Investigation ongoing under IO Girish."
"867","202300867","Case registered at Vijayanagara PS 15 regarding gambling. Investigation ongoing under IO Darpan."
"868","202300868","Case registered at Bengaluru Urban PS 103 regarding grievous hurt. Investigation ongoing under IO Onkar."
"869","202500869","Case registered at Vijayanagara PS 9 regarding gambling. Investigation ongoing under IO Aarna."
"870","202500870","Case registered at Davanagere PS 5 regarding public nuisance. Investigation ongoing under IO Aishani."
"871","202500871","Case registered at Tumakuru PS 28 regarding grievous hurt. Investigation ongoing under IO Raagini."
"872","202400872","Case registered at Bengaluru Urban PS 85 regarding identity theft. Investigation ongoing under IO Bimala."
"873","202600873","Case registered at Dakshina Kannada PS 46 regarding cheating. Investigation ongoing under IO Lipika."
"874","202300874","Case registered at Mysuru PS 10 regarding murder. Investigation ongoing under IO Hamsini."
"875","202400875","Case registered at Haveri PS 28 regarding online fraud. Investigation ongoing under IO Chanchal."
"876","202500876","Case registered at Koppal PS 16 regarding murder. Investigation ongoing under IO Parth."
"877","202400877","Case registered at Dharwad PS 9 regarding criminal breach of trust. Investigation ongoing under IO Garima."
"878","202300878","Case registered at Dharwad PS 16 regarding domestic violence. Investigation ongoing under IO Yashawini."
"879","202400879","Case registered at Uttara Kannada PS 13 regarding attempt to murder. Investigation ongoing under IO Anamika."
"880","202400880","Case registered at Uttara Kannada PS 28 regarding gambling. Investigation ongoing under IO Vedant."
"881","202300881","Case registered at Dakshina Kannada PS 12 regarding burglary. Investigation ongoing under IO Rudra."
"882","202400882","Case registered at Kalaburagi PS 21 regarding gambling. Investigation ongoing under IO Rushil."
"883","202500883","Case registered at Vijayapura PS 22 regarding domestic violence. Investigation ongoing under IO Xiti."
"884","202300884","Case registered at Kolar PS 1 regarding identity theft. Investigation ongoing under IO Xavier."
"885","202500885","Case registered at Uttara Kannada PS 13 regarding identity theft. Investigation ongoing under IO Fiyaz."
"886","202400886","Case registered at Uttara Kannada PS 11 regarding gambling. Investigation ongoing under IO Chatresh."
"887","202400887","Case registered at Koppal PS 21 regarding identity theft. Investigation ongoing under IO Vamakshi."
"888","202400888","Case registered at Tumakuru PS 26 regarding dowry harassment. Investigation ongoing under IO Banjeet."
"889","202400889","Case registered at Shivamogga PS 16 regarding criminal breach of trust. Investigation ongoing under IO Champak."
"890","202400890","Case registered at Kalaburagi PS 51 regarding gambling. Investigation ongoing under IO Thomas."
"891","202300891","Case registered at Bengaluru Urban PS 71 regarding criminal breach of trust. Investigation ongoing under IO Anjali."
"892","202500892","Case registered at Vijayanagara PS 9 regarding burglary. Investigation ongoing under IO Mitali."
"893","202500893","Case registered at Kalaburagi PS 37 regarding online fraud. Investigation ongoing under IO Zayyan."
"894","202500894","Case registered at Belagavi PS 43 regarding online fraud. Investigation ongoing under IO Janya."
"895","202500895","Case registered at Chamarajanagar PS 13 regarding cheating. Investigation ongoing under IO Ekapad."
"896","202600896","Case registered at Belagavi PS 17 regarding sexual assault. Investigation ongoing under IO Owen."
"897","202300897","Case registered at Raichur PS 28 regarding identity theft. Investigation ongoing under IO Tanay."
"898","202500898","Case registered at Bidar PS 10 regarding public nuisance. Investigation ongoing under IO Pushti."
"899","202300899","Case registered at Koppal PS 11 regarding criminal breach of trust. Investigation ongoing under IO Naveen."
"900","202400900","Case registered at Raichur PS 22 regarding theft. Investigation ongoing under IO Aarna."
"901","202500901","Case registered at Kolar PS 20 regarding online fraud. Investigation ongoing under IO Utkarsh."
"902","202400902","Case registered at Ballari PS 22 regarding attempt to murder. Investigation ongoing under IO Robert."
"903","202500903","Case registered at Kalaburagi PS 43 regarding domestic violence. Investigation ongoing under IO Sachi."
"904","202300904","Case registered at Koppal PS 22 regarding gambling. Investigation ongoing under IO Darpan."
"905","202600905","Case registered at Kalaburagi PS 14 regarding criminal breach of trust. Investigation ongoing under IO Saanvi."
"906","202500906","Case registered at Chitradurga PS 16 regarding gambling. Investigation ongoing under IO Widisha."
"907","202600907","Case registered at Belagavi PS 10 regarding criminal breach of trust. Investigation ongoing under IO Guneet."
"908","202500908","Case registered at Bengaluru Rural PS 5 regarding gambling. Investigation ongoing under IO Zayan."
"909","202300909","Case registered at Bengaluru Urban PS 39 regarding theft. Investigation ongoing under IO William."
"910","202300910","Case registered at Kalaburagi PS 5 regarding dowry harassment. Investigation ongoing under IO Gavin."
"911","202400911","Case registered at Kodagu PS 28 regarding burglary. Investigation ongoing under IO Upma."
"912","202400912","Case registered at Bidar PS 20 regarding public nuisance. Investigation ongoing under IO Frado."
"913","202500913","Case registered at Kalaburagi PS 2 regarding online fraud. Investigation ongoing under IO Yashica."
"914","202600914","Case registered at Yadgir PS 3 regarding attempt to murder. Investigation ongoing under IO Ishita."
"915","202300915","Case registered at Uttara Kannada PS 14 regarding attempt to murder. Investigation ongoing under IO Sai."
"916","202400916","Case registered at Haveri PS 1 regarding dowry harassment. Investigation ongoing under IO Onkar."
"917","202300917","Case registered at Vijayapura PS 29 regarding grievous hurt. Investigation ongoing under IO Anvi."
"918","202400918","Case registered at Mysuru PS 56 regarding cheating. Investigation ongoing under IO Tanvi."
"919","202600919","Case registered at Mysuru PS 25 regarding murder. Investigation ongoing under IO Pranit."
"920","202400920","Case registered at Chamarajanagar PS 2 regarding grievous hurt. Investigation ongoing under IO Xalak."
"921","202400921","Case registered at Ballari PS 44 regarding theft. Investigation ongoing under IO Zashil."
"922","202300922","Case registered at Shivamogga PS 17 regarding public nuisance. Investigation ongoing under IO Reyansh."
"923","202600923","Case registered at Shivamogga PS 24 regarding gambling. Investigation ongoing under IO Aashi."
"924","202400924","Case registered at Vijayapura PS 24 regarding criminal breach of trust. Investigation ongoing under IO Arjun."
"925","202300925","Case registered at Udupi PS 7 regarding online fraud. Investigation ongoing under IO Garima."
"926","202300926","Case registered at Ballari PS 10 regarding identity theft. Investigation ongoing under IO Charles."
"927","202400927","Case registered at Bengaluru Urban PS 94 regarding gambling. Investigation ongoing under IO Sai."
"928","202500928","Case registered at Chitradurga PS 10 regarding attempt to murder. Investigation ongoing under IO Samaksh."
"929","202500929","Case registered at Chikkamagaluru PS 6 regarding cheating. Investigation ongoing under IO Robert."
"930","202600930","Case registered at Davanagere PS 20 regarding gambling. Investigation ongoing under IO Yadavi."
"931","202400931","Case registered at Bidar PS 18 regarding theft. Investigation ongoing under IO Aarini."
"932","202300932","Case registered at Bengaluru Rural PS 16 regarding attempt to murder. Investigation ongoing under IO Libni."
"933","202500933","Case registered at Belagavi PS 15 regarding public nuisance. Investigation ongoing under IO Bhavini."
"934","202400934","Case registered at Uttara Kannada PS 26 regarding cheating. Investigation ongoing under IO Maanav."
"935","202500935","Case registered at Ramanagara PS 5 regarding burglary. Investigation ongoing under IO Caleb."
"936","202400936","Case registered at Hassan PS 20 regarding murder. Investigation ongoing under IO Charan."
"937","202300937","Case registered at Hassan PS 6 regarding gambling. Investigation ongoing under IO Advika."
"938","202600938","Case registered at Mandya PS 15 regarding dowry harassment. Investigation ongoing under IO Ganga."
"939","202300939","Case registered at Bengaluru Urban PS 44 regarding gambling. Investigation ongoing under IO Harsh."
"940","202300940","Case registered at Udupi PS 14 regarding attempt to murder. Investigation ongoing under IO Aradhana."
"941","202600941","Case registered at Shivamogga PS 3 regarding theft. Investigation ongoing under IO Quincy."
"942","202500942","Case registered at Vijayapura PS 24 regarding attempt to murder. Investigation ongoing under IO Raghav."
"943","202300943","Case registered at Mysuru PS 37 regarding dowry harassment. Investigation ongoing under IO Eiravati."
"944","202500944","Case registered at Yadgir PS 29 regarding grievous hurt. Investigation ongoing under IO Yasti."
"945","202300945","Case registered at Davanagere PS 7 regarding vehicle theft. Investigation ongoing under IO Jeet."
"946","202500946","Case registered at Chikkaballapur PS 17 regarding sexual assault. Investigation ongoing under IO Chanchal."
"947","202300947","Case registered at Haveri PS 11 regarding attempt to murder. Investigation ongoing under IO Kritika."
"948","202600948","Case registered at Chikkaballapur PS 14 regarding identity theft. Investigation ongoing under IO Ishaan."
"949","202500949","Case registered at Mysuru PS 36 regarding public nuisance. Investigation ongoing under IO Charvi."
"950","202500950","Case registered at Hassan PS 6 regarding murder. Investigation ongoing under IO Garima."
"951","202400951","Case registered at Chamarajanagar PS 3 regarding murder. Investigation ongoing under IO Tanveer."
"952","202300952","Case registered at Ballari PS 27 regarding sexual assault. Investigation ongoing under IO Noah."
"953","202500953","Case registered at Vijayanagara PS 25 regarding theft. Investigation ongoing under IO Harita."
"954","202500954","Case registered at Yadgir PS 28 regarding criminal breach of trust. Investigation ongoing under IO Jacob."
"955","202300955","Case registered at Udupi PS 11 regarding online fraud. Investigation ongoing under IO Widisha."
"956","202300956","Case registered at Chikkamagaluru PS 21 regarding grievous hurt. Investigation ongoing under IO Kavya."
"957","202500957","Case registered at Belagavi PS 40 regarding online fraud. Investigation ongoing under IO Anay."
"958","202500958","Case registered at Gadag PS 9 regarding identity theft. Investigation ongoing under IO Pooja."
"959","202400959","Case registered at Dharwad PS 24 regarding cheating. Investigation ongoing under IO Warjas."
"960","202400960","Case registered at Bidar PS 2 regarding sexual assault. Investigation ongoing under IO Shaurya."
"961","202500961","Case registered at Belagavi PS 38 regarding identity theft. Investigation ongoing under IO Jackson."
"962","202300962","Case registered at Shivamogga PS 3 regarding gambling. Investigation ongoing under IO Karan."
"963","202300963","Case registered at Udupi PS 4 regarding online fraud. Investigation ongoing under IO Arin."
"964","202400964","Case registered at Dakshina Kannada PS 39 regarding criminal breach of trust. Investigation ongoing under IO Amara."
"965","202500965","Case registered at Chitradurga PS 17 regarding gambling. Investigation ongoing under IO Januja."
"966","202600966","Case registered at Chikkaballapur PS 8 regarding attempt to murder. Investigation ongoing under IO Gabriel."
"967","202500967","Case registered at Dharwad PS 18 regarding online fraud. Investigation ongoing under IO Hemangini."
"968","202600968","Case registered at Bagalkot PS 15 regarding public nuisance. Investigation ongoing under IO Victor."
"969","202600969","Case registered at Vijayanagara PS 13 regarding grievous hurt. Investigation ongoing under IO Rushil."
"970","202400970","Case registered at Shivamogga PS 26 regarding online fraud. Investigation ongoing under IO Upasna."
"971","202600971","Case registered at Vijayanagara PS 6 regarding theft. Investigation ongoing under IO Yasti."
"972","202500972","Case registered at Bengaluru Urban PS 75 regarding cheating. Investigation ongoing under IO Champak."
"973","202600973","Case registered at Belagavi PS 53 regarding attempt to murder. Investigation ongoing under IO Owen."
"974","202300974","Case registered at Bengaluru Urban PS 10 regarding online fraud. Investigation ongoing under IO Baljiwan."
"975","202600975","Case registered at Belagavi PS 31 regarding public nuisance. Investigation ongoing under IO Jalsa."
"976","202600976","Case registered at Chikkamagaluru PS 3 regarding criminal breach of trust. Investigation ongoing under IO Nandini."
"977","202500977","Case registered at Koppal PS 17 regarding identity theft. Investigation ongoing under IO Joshua."
"978","202500978","Case registered at Mandya PS 28 regarding sexual assault. Investigation ongoing under IO Chasmum."
"979","202400979","Case registered at Davanagere PS 23 regarding sexual assault. Investigation ongoing under IO Oni."
"980","202500980","Case registered at Raichur PS 9 regarding criminal breach of trust. Investigation ongoing under IO Pallavi."
"981","202400981","Case registered at Hassan PS 11 regarding domestic violence. Investigation ongoing under IO Kashvi."
"982","202300982","Case registered at Chamarajanagar PS 19 regarding grievous hurt. Investigation ongoing under IO Reyansh."
"983","202400983","Case registered at Bengaluru Urban PS 32 regarding public nuisance. Investigation ongoing under IO Advik."
"984","202600984","Case registered at Belagavi PS 29 regarding grievous hurt. Investigation ongoing under IO Urmi."
"985","202500985","Case registered at Ballari PS 43 regarding gambling. Investigation ongoing under IO Sachi."
"986","202400986","Case registered at Tumakuru PS 2 regarding domestic violence. Investigation ongoing under IO Ojas."
"987","202300987","Case registered at Gadag PS 22 regarding online fraud. Investigation ongoing under IO Sai."
"988","202600988","Case registered at Kalaburagi PS 5 regarding gambling. Investigation ongoing under IO Onkar."
"989","202500989","Case registered at Bengaluru Urban PS 105 regarding online fraud. Investigation ongoing under IO Krish."
"990","202600990","Case registered at Mandya PS 20 regarding attempt to murder. Investigation ongoing under IO Laksh."
"991","202500991","Case registered at Ballari PS 51 regarding public nuisance. Investigation ongoing under IO Nakul."
"992","202300992","Case registered at Bidar PS 15 regarding vehicle theft. Investigation ongoing under IO Noah."
"993","202300993","Case registered at Belagavi PS 29 regarding robbery. Investigation ongoing under IO Gaurangi."
"994","202500994","Case registered at Shivamogga PS 9 regarding domestic violence. Investigation ongoing under IO Jagrati."
"995","202400995","Case registered at Raichur PS 16 regarding dowry harassment. Investigation ongoing under IO Kai."
"996","202600996","Case registered at Kodagu PS 1 regarding gambling. Investigation ongoing under IO Yauvani."
"997","202600997","Case registered at Dakshina Kannada PS 20 regarding identity theft. Investigation ongoing under IO Abdul."
"998","202400998","Case registered at Ballari PS 16 regarding grievous hurt. Investigation ongoing under IO Yashica."
"999","202500999","Case registered at Mandya PS 29 regarding identity theft. Investigation ongoing under IO Xavier."
"1000","202301000","Case registered at Bengaluru Urban PS 40 regarding attempt to murder. Investigation ongoing under IO Jacob."
"1001","202501001","Case registered at Bidar PS 1 regarding domestic violence. Investigation ongoing under IO Ansh."
"1002","202301002","Case registered at Chikkamagaluru PS 8 regarding vehicle theft. Investigation ongoing under IO Yamini."
"1003","202401003","Case registered at Bengaluru Urban PS 105 regarding sexual assault. Investigation ongoing under IO Ekavir."
"1004","202601004","Case registered at Hassan PS 25 regarding attempt to murder. Investigation ongoing under IO Nakul."
"1005","202301005","Case registered at Gadag PS 1 regarding burglary. Investigation ongoing under IO Tripti."
"1006","202301006","Case registered at Kalaburagi PS 33 regarding identity theft. Investigation ongoing under IO Ryan."
"1007","202601007","Case registered at Raichur PS 14 regarding robbery. Investigation ongoing under IO Dhruv."
"1008","202501008","Case registered at Vijayapura PS 20 regarding sexual assault. Investigation ongoing under IO Falguni."
"1009","202301009","Case registered at Vijayanagara PS 28 regarding attempt to murder. Investigation ongoing under IO Vritti."
"1010","202401010","Case registered at Bengaluru Urban PS 27 regarding theft. Investigation ongoing under IO Qushi."
"1011","202601011","Case registered at Mysuru PS 51 regarding murder. Investigation ongoing under IO Dipta."
"1012","202601012","Case registered at Belagavi PS 24 regarding gambling. Investigation ongoing under IO Harsh."
"1013","202501013","Case registered at Belagavi PS 1 regarding cheating. Investigation ongoing under IO Xalak."
"1014","202301014","Case registered at Chitradurga PS 5 regarding public nuisance. Investigation ongoing under IO Omaja."
"1015","202401015","Case registered at Hassan PS 7 regarding vehicle theft. Investigation ongoing under IO Avi."
"1016","202501016","Case registered at Kodagu PS 21 regarding criminal breach of trust. Investigation ongoing under IO Abdul."
"1017","202501017","Case registered at Chikkaballapur PS 2 regarding burglary. Investigation ongoing under IO Ayush."
"1018","202401018","Case registered at Ramanagara PS 11 regarding online fraud. Investigation ongoing under IO Riya."
"1019","202301019","Case registered at Kodagu PS 10 regarding dowry harassment. Investigation ongoing under IO Kamya."
"1020","202601020","Case registered at Ballari PS 57 regarding identity theft. Investigation ongoing under IO Alexander."
"1021","202501021","Case registered at Ballari PS 17 regarding cheating. Investigation ongoing under IO Ryan."
"1022","202401022","Case registered at Udupi PS 27 regarding domestic violence. Investigation ongoing under IO Zayan."
"1023","202301023","Case registered at Mandya PS 8 regarding public nuisance. Investigation ongoing under IO Fitan."
"1024","202401024","Case registered at Tumakuru PS 20 regarding gambling. Investigation ongoing under IO Sai."
"1025","202601025","Case registered at Davanagere PS 22 regarding criminal breach of trust. Investigation ongoing under IO Kevin."
"1026","202401026","Case registered at Raichur PS 20 regarding vehicle theft. Investigation ongoing under IO Eta."
"1027","202501027","Case registered at Mysuru PS 8 regarding online fraud. Investigation ongoing under IO Rudra."
"1028","202401028","Case registered at Tumakuru PS 4 regarding dowry harassment. Investigation ongoing under IO Girish."
"1029","202601029","Case registered at Udupi PS 4 regarding gambling. Investigation ongoing under IO Sanaya."
"1030","202601030","Case registered at Mysuru PS 7 regarding criminal breach of trust. Investigation ongoing under IO Champak."
"1031","202401031","Case registered at Chikkaballapur PS 9 regarding theft. Investigation ongoing under IO Warjas."
"1032","202301032","Case registered at Chitradurga PS 2 regarding public nuisance. Investigation ongoing under IO Yauvani."
"1033","202401033","Case registered at Shivamogga PS 2 regarding cheating. Investigation ongoing under IO Hamsini."
"1034","202501034","Case registered at Koppal PS 11 regarding vehicle theft. Investigation ongoing under IO Gautam."
"1035","202301035","Case registered at Bidar PS 1 regarding burglary. Investigation ongoing under IO Aradhana."
"1036","202401036","Case registered at Uttara Kannada PS 26 regarding cheating. Investigation ongoing under IO Dominic."
"1037","202301037","Case registered at Ballari PS 35 regarding sexual assault. Investigation ongoing under IO Jagdish."
"1038","202601038","Case registered at Tumakuru PS 20 regarding grievous hurt. Investigation ongoing under IO Ucchal."
"1039","202301039","Case registered at Mysuru PS 46 regarding domestic violence. Investigation ongoing under IO Urvashi."
"1040","202601040","Case registered at Vijayanagara PS 24 regarding online fraud. Investigation ongoing under IO Jhalak."
"1041","202501041","Case registered at Bengaluru Rural PS 8 regarding public nuisance. Investigation ongoing under IO Oliver."
"1042","202401042","Case registered at Vijayanagara PS 10 regarding theft. Investigation ongoing under IO Samuel."
"1043","202501043","Case registered at Bengaluru Rural PS 11 regarding murder. Investigation ongoing under IO Rajata."
"1044","202501044","Case registered at Vijayanagara PS 15 regarding grievous hurt. Investigation ongoing under IO Qabil."
"1045","202501045","Case registered at Mandya PS 17 regarding criminal breach of trust. Investigation ongoing under IO Vaishnavi."
"1046","202501046","Case registered at Mandya PS 18 regarding domestic violence. Investigation ongoing under IO Krishna."
"1047","202301047","Case registered at Chikkaballapur PS 22 regarding criminal breach of trust. Investigation ongoing under IO Meghana."
"1048","202601048","Case registered at Chikkaballapur PS 7 regarding online fraud. Investigation ongoing under IO Nachiket."
"1049","202301049","Case registered at Dakshina Kannada PS 18 regarding murder. Investigation ongoing under IO Onkar."
"1050","202301050","Case registered at Haveri PS 22 regarding domestic violence. Investigation ongoing under IO Jeevika."
"1051","202401051","Case registered at Bagalkot PS 17 regarding identity theft. Investigation ongoing under IO Riya."
"1052","202301052","Case registered at Bengaluru Urban PS 54 regarding criminal breach of trust. Investigation ongoing under IO Varenya."
"1053","202301053","Case registered at Ramanagara PS 21 regarding public nuisance. Investigation ongoing under IO Oni."
"1054","202301054","Case registered at Bengaluru Urban PS 68 regarding attempt to murder. Investigation ongoing under IO Jagrati."
"1055","202601055","Case registered at Gadag PS 21 regarding identity theft. Investigation ongoing under IO Yasti."
"1056","202301056","Case registered at Dharwad PS 19 regarding burglary. Investigation ongoing under IO Yatan."
"1057","202401057","Case registered at Mysuru PS 20 regarding identity theft. Investigation ongoing under IO Urishilla."
"1058","202501058","Case registered at Mysuru PS 36 regarding gambling. Investigation ongoing under IO Lekha."
"1059","202601059","Case registered at Mandya PS 18 regarding identity theft. Investigation ongoing under IO Ria."
"1060","202501060","Case registered at Kalaburagi PS 57 regarding theft. Investigation ongoing under IO Matthew."
"1061","202501061","Case registered at Dakshina Kannada PS 6 regarding cheating. Investigation ongoing under IO Ucchal."
"1062","202501062","Case registered at Chikkaballapur PS 2 regarding identity theft. Investigation ongoing under IO Manan."
"1063","202401063","Case registered at Koppal PS 3 regarding cheating. Investigation ongoing under IO Barkha."
"1064","202301064","Case registered at Mysuru PS 7 regarding domestic violence. Investigation ongoing under IO Abhiram."
"1065","202501065","Case registered at Bengaluru Rural PS 16 regarding robbery. Investigation ongoing under IO Anvi."
"1066","202401066","Case registered at Dakshina Kannada PS 11 regarding domestic violence. Investigation ongoing under IO Tanish."
"1067","202501067","Case registered at Dakshina Kannada PS 23 regarding domestic violence. Investigation ongoing under IO Urishilla."
"1068","202401068","Case registered at Vijayapura PS 9 regarding domestic violence. Investigation ongoing under IO Praneel."
"1069","202401069","Case registered at Gadag PS 4 regarding robbery. Investigation ongoing under IO Thomas."
"1070","202301070","Case registered at Bengaluru Urban PS 26 regarding public nuisance. Investigation ongoing under IO Alka."
"1071","202401071","Case registered at Chamarajanagar PS 2 regarding grievous hurt. Investigation ongoing under IO Charles."
"1072","202501072","Case registered at Dakshina Kannada PS 49 regarding identity theft. Investigation ongoing under IO Leela."
"1073","202401073","Case registered at Ballari PS 29 regarding theft. Investigation ongoing under IO Darika."
"1074","202401074","Case registered at Raichur PS 10 regarding identity theft. Investigation ongoing under IO Rohan."
"1075","202501075","Case registered at Ballari PS 38 regarding burglary. Investigation ongoing under IO Vamakshi."
"1076","202401076","Case registered at Bengaluru Urban PS 33 regarding criminal breach of trust. Investigation ongoing under IO Vasana."
"1077","202501077","Case registered at Dharwad PS 14 regarding criminal breach of trust. Investigation ongoing under IO Raghav."
"1078","202601078","Case registered at Ramanagara PS 16 regarding identity theft. Investigation ongoing under IO Ekalinga."
"1079","202301079","Case registered at Tumakuru PS 4 regarding public nuisance. Investigation ongoing under IO Jack."
"1080","202301080","Case registered at Chikkamagaluru PS 15 regarding vehicle theft. Investigation ongoing under IO Bhavani."
"1081","202601081","Case registered at Kodagu PS 11 regarding domestic violence. Investigation ongoing under IO Ladli."
"1082","202401082","Case registered at Bengaluru Urban PS 72 regarding attempt to murder. Investigation ongoing under IO Wahab."
"1083","202301083","Case registered at Kolar PS 5 regarding domestic violence. Investigation ongoing under IO Bishakha."
"1084","202301084","Case registered at Kolar PS 9 regarding online fraud. Investigation ongoing under IO Tanay."
"1085","202401085","Case registered at Belagavi PS 1 regarding cheating. Investigation ongoing under IO Ishaan."
"1086","202301086","Case registered at Shivamogga PS 8 regarding theft. Investigation ongoing under IO Kiaan."
"1087","202501087","Case registered at Davanagere PS 5 regarding identity theft. Investigation ongoing under IO Adya."
"1088","202401088","Case registered at Chamarajanagar PS 17 regarding online fraud. Investigation ongoing under IO Azaan."
"1089","202301089","Case registered at Bengaluru Urban PS 12 regarding identity theft. Investigation ongoing under IO Hemang."
"1090","202401090","Case registered at Kolar PS 26 regarding sexual assault. Investigation ongoing under IO Anay."
"1091","202601091","Case registered at Bidar PS 21 regarding criminal breach of trust. Investigation ongoing under IO Sai."
"1092","202501092","Case registered at Hassan PS 10 regarding robbery. Investigation ongoing under IO Ishita."
"1093","202401093","Case registered at Mysuru PS 48 regarding sexual assault. Investigation ongoing under IO Lohit."
"1094","202501094","Case registered at Kalaburagi PS 45 regarding attempt to murder. Investigation ongoing under IO Hredhaan."
"1095","202301095","Case registered at Chamarajanagar PS 18 regarding robbery. Investigation ongoing under IO Nandini."
"1096","202401096","Case registered at Bengaluru Urban PS 16 regarding burglary. Investigation ongoing under IO Yamini."
"1097","202301097","Case registered at Belagavi PS 44 regarding criminal breach of trust. Investigation ongoing under IO Jagrati."
"1098","202501098","Case registered at Bengaluru Urban PS 12 regarding identity theft. Investigation ongoing under IO Brijesh."
"1099","202501099","Case registered at Bagalkot PS 5 regarding criminal breach of trust. Investigation ongoing under IO Ranveer."
"1100","202501100","Case registered at Bengaluru Urban PS 108 regarding online fraud. Investigation ongoing under IO Ishita."
"1101","202401101","Case registered at Bengaluru Urban PS 53 regarding gambling. Investigation ongoing under IO Rushil."
